Category,Name,ASIN,Date,Qty,Price($),Link Type,Indirect Sales,Device Type Group
Health & Household,Lumineux Teeth Whitening Strips 21 Treatments - Enamel Safe for Whiter Teeth - Whitening Without the Harm - Dentist Formulated and Certified Non-Toxic,B082TPDTM2,13/07/2022 11:00,1,29.99,Short Mobile link creation,ndi,PHONE
Furniture,"nuLOOM Rigo Hand Woven Farmhouse Jute Area Rug, 6' Round, Natural",B00A7WZZ4M,13/07/2022 10:59,1,65.71,Short Mobile link creation,di,PHONE
Health & Household,Lumineux Teeth Whitening Strips 21 Treatments - Enamel Safe for Whiter Teeth - Whitening Without the Harm - Dentist Formulated and Certified Non-Toxic,B082TPDTM2,13/07/2022 10:57,1,29.99,Short Mobile link creation,ndi,PHONE
Health & Household,"Easy@Home 50 Ovulation Test Strips and 20 Pregnancy Test Strips Combo Kit, (50 LH + 20 HCG)",B00DOJG6RA,13/07/2022 10:57,1,19.99,Short Mobile link creation,ndi,PHONE
Furniture,Nearly Natural 82” Olive Artificial Silk Trees Green,B07MWSRTYR,13/07/2022 10:57,1,88.39,Short Mobile link creation,di,PHONE
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYNW421,13/07/2022 10:57,1,42.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"14 Pcs Silicone Cooking Utensils Kitchen Utensil Set - 446°F Heat Resistant,Turner Tongs,Spatula,Spoon,Brush,Whisk. Wooden Handles Khaki Kitchen Gadge",B07TTP2SP6,13/07/2022 10:57,1,29.99,Short Mobile link creation,di,PHONE
Home,"iRobot Roomba i4+ EVO (4552) Robot Vacuum with Automatic Dirt Disposal - Empties Itself for up to 60 Days, Wi-Fi Connected Mapping, Compatible with Al",B08TP1D9X1,13/07/2022 10:57,1,399.99,Short Mobile link creation,di,PHONE
Home Improvement,Electro bp;47"W 4-Light Linear Kitchen Island Lighting Fixture Classic Chandeliers Matt Black with White Linen Shades 160W,B08GCXJ336,13/07/2022 10:57,1,103.99,Short Mobile link creation,di,DESKTOP
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:56,1,17.96,Short Mobile link creation,di,PHONE
Home,"Bloomingville 13"" L Decorative Marble Figurine Chain Link, White",B084MP8YPD,13/07/2022 10:55,1,31.7,Short Mobile link creation,di,PHONE
Home,IDEA4WALL Framed Canvas Print Wall Art Brown Gray Country Wood Forest Tree Ring Nature Wilderness Illustrations Modern Art Rustic Abstract Relax/Calm ,B09VX48Z98,13/07/2022 10:52,1,44.99,Influencer Page,ndi,PHONE
Home,IDEA4WALL Framed Canvas Print Wall Art Tan Black Grunge Forest Wood Tree Rings Nature Wilderness Illustrations Modern Art Rustic Abstract Relax/Calm f,B09VX4THQ7,13/07/2022 10:52,1,44.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Bentgo Fresh 3-Pack Meal Prep Lunch Box Set - Reusable 3-Compartment Containers for Meal Prepping, Healthy Eating On-the-Go, and Balanced Portion-Cont",B07LC1FBB1,13/07/2022 10:51,1,31.99,Short Mobile link creation,di,PHONE
Home,"Creative Co-op DF2370 12"" Round Marble Decorative Tray, White",B084LL4MNV,13/07/2022 10:51,1,77.99,Short Mobile link creation,di,PHONE
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,13/07/2022 10:51,1,34.99,Short Mobile link creation,di,PHONE
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,13/07/2022 10:48,1,55.99,Short Mobile link creation,di,PHONE
Cell Phones & Accessories,"ZVE Wallet Case Compatible with iPhone 12 Pro/12, Card Holder Case with Wrist Strap Leather Handbag Case for Women Protective Cover Compatible with iP",B08HWHFWCF,13/07/2022 10:48,1,28.99,Short Mobile link creation,ndi,PHONE
Home,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",B01LYNW421,13/07/2022 10:45,2,34.39,Short Mobile link creation,di,PHONE
Home,Welhome Franklin Premium | 2 Bath Towels 2 Hand Towels 2 Washcloths | Textured Charcoal Bathroom Towels Set | Hotel & Spa Towels for Bathroom | Soft &,B083M53C1T,13/07/2022 10:43,1,39.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Airtight Food Storage Containers for Kitchen Organization 14 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization an",B0822KNQKT,13/07/2022 10:41,1,33.99,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:40,1,19.96,Short Mobile link creation,di,DESKTOP
Kitchen & Dining,"Ninja NC299AMZ CREAMi Ice Cream Maker, for Gelato, Mix-ins, Milkshakes, Sorbet, Smoothie Bowls & More, 7 One-Touch Programs, with (1) Pint Container &",B09QV24FFZ,13/07/2022 10:37,1,129.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Bentgo® Deluxe Lunch Bag - Durable and Insulated Lunch Tote with Zippered Outer Pocket, Internal Mesh Pocket, Padded and Adjustable Straps, & 2-Way Zi",B098KGX6G3,13/07/2022 10:37,2,19.99,Short Mobile link creation,di,PHONE
"Shoes, Handbags, Wallets, Sunglasses",BRONAX Slippers for Women Lightweight EVA Open Toe Soft Mens Cloud Pillow Slides Shower Message Foam Bathroom Outdoor Comfortable Female Blue,B09BN78S2W,13/07/2022 10:37,1,23.98,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:36,1,17.96,Short Mobile link creation,di,DESKTOP
Kitchen & Dining,"Airtight Food Storage Containers for Kitchen Organization 14 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization an",B0822KNQKT,13/07/2022 10:35,1,33.99,Short Mobile link creation,di,PHONE
Home Improvement,"Chesapeake 3115-12541 Spinney Toile Wallpaper, Grey",B07CPQL5GN,13/07/2022 10:34,1,38.08,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:33,1,17.96,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Airtight Food Storage Containers Set with Lids (24 Pack) for Kitchen and Pantry Organization - BPA Free Kitchen Canisters for Cereal, Rice, Flour & Oa",B0822JNHFY,13/07/2022 10:31,1,49.99,Short Mobile link creation,di,PHONE
Luxury Beauty,Color Wow Dream Coat Supernatural Spray – Multi-award-winning anti-frizz spray keeps hair frizz-free for days no matter the weather with moisture-repe,B073CWSQ51,13/07/2022 10:31,1,19.6,Short Mobile link creation,ndi,PHONE
Furniture,"Loloi II Teagan Collection TEA-03 Ivory / Sand, Traditional 5'-3"" x 7'-6"" Area Rug",B081TZSXJL,13/07/2022 10:29,1,76.3,Short Mobile link creation,di,PHONE
Home,"Bento Box Lunch-Box Containers for Kids, Adults | 6 Compartment Lunch-Boxes | Leakproof School Bentobox, Snack or Meal Portion Container | BPA-Free, T",B08YCYPZ58,13/07/2022 10:25,1,16.99,Short Mobile link creation,ndi,PHONE
"Shoes, Handbags, Wallets, Sunglasses","Steve Madden Women's Travel Flat Sandal, Tan, 9",B083CT3WN1,13/07/2022 10:25,1,39.95,Short Mobile link creation,ndi,PHONE
Jewelry,Baydurcan Friendship Rose Necklace with Message Card Gift Card (gold rose),B07RTRDYBN,13/07/2022 10:25,1,8.98,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:20,1,17.96,Short Mobile link creation,di,PHONE
Luxury Beauty,"Grande Cosmetics Lash Enhancing Serum,2 mL",B00325D0WK,13/07/2022 10:15,1,47.6,Short Mobile link creation,di,PHONE
Furniture,"Loloi II Skye Collection SKY-13 Natural / Sand, Traditional 2'-6"" x 12'-0"" Runner",B0928JHQCP,13/07/2022 10:10,1,113.08,Short Mobile link creation,di,PHONE
Furniture,SAFAVIEH Adirondack Collection 9' x 12' Ivory / Silver ADR109C Oriental Distressed Non-Shedding Living Room Bedroom Dining Home Office Area Rug,B00PQB47PM,13/07/2022 10:10,1,164.16,Short Mobile link creation,di,PHONE
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Rose Gold Stainless Steel",B075852YH9,13/07/2022 10:10,1,55.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Airtight Food Storage Containers for Kitchen Organization 14 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization an",B0822KNQKT,13/07/2022 10:08,1,33.99,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:08,1,17.96,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Stasher Silicone Reusable Storage Bag, 1/2 Gallon (Clear) | Food Meal Prep Storage Container | Lunch, Travel, Makeup, Gym Bag | Freezer, Oven, Microwa",B075TM3GVX,13/07/2022 10:07,1,15.39,Short Mobile link creation,di,DESKTOP
Electronic Components & Home Audio,"SAMSUNG 65” The Frame Customizable Bezel for TV, Magnetic Mount, Match Television to Room Décor, Interchangeable Designs and Colors, Modern Beige, VG-",B09DMPM66T,13/07/2022 10:07,1,177.31,Short Mobile link creation,ndi,PHONE
Home Entertainment,"SAMSUNG 65-Inch Class QLED 4K LS03B Series The Frame Quantum HDR, Art Mode, Anti-Reflection Matte Display Screen, Slim Fit Wall Mount Included, Smart ",B09TQ4KFCT,13/07/2022 10:07,1,1520.68,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Airtight Food Storage Containers for Kitchen Organization 14 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization an",B0822KNQKT,13/07/2022 10:03,1,33.99,Short Mobile link creation,di,PHONE
"Patio, Lawn & Garden","INNAV8 Water Hose Nozzle Sprayer - Features 10 Spray Patterns, Thumb Control, On Off Valve for Easy Water Control - HIGH Pressure Garden Hose Nozzle f",B073Q6PBD3,13/07/2022 10:03,1,17.95,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 10:01,1,19.96,Short Mobile link creation,di,PHONE
Toys & Games,"IMAGEN 7 Pcs Pocoyo Toys - Action Figure Doll Toy - Nina, Elly, Pato, Fred, Loula Kids Toys",B09LYY988K,13/07/2022 09:57,1,16.99,Short Mobile link creation,ndi,PHONE
Health & Household,Lumineux Teeth Whitening Strips 21 Treatments - Enamel Safe for Whiter Teeth - Whitening Without the Harm - Dentist Formulated and Certified Non-Toxic,B082TPDTM2,13/07/2022 09:57,1,29.99,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 09:56,1,19.96,Short Mobile link creation,di,PHONE
Furniture,"Sauder North Avenue Sofa Table, Charter Oak finish",B01GS8J9V8,13/07/2022 09:52,1,52.48,Influencer Page,ndi,PHONE
Electronic Components & Home Audio,"ELEGRP 30W 6.0 Amp 3-Port USB Wall Outlet, 20 Amp Receptacle with USB Type C & Type A Ports, USB Charger for iPhone/iPad/Samsung/LG/HTC/Android Device",B08P1VY4CF,13/07/2022 09:44,2,30.39,Short Mobile link creation,ndi,PHONE
Home,"Bloomingville 13"" L Decorative Marble Figurine Chain Link, White",B084MP8YPD,13/07/2022 09:44,1,31.7,Short Mobile link creation,di,PHONE
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,13/07/2022 09:44,1,55.99,Short Mobile link creation,di,PHONE
Beauty & Grooming,Amazon Brand - Solimo Large Blending Sponge 4-pack,B08MVNHTYS,13/07/2022 09:42,1,5.85,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 09:42,1,19.96,Short Mobile link creation,di,PHONE
Toys & Games,"Transformers Toys Heroic Optimus Prime Action Figure - Timeless Large-Scale Figure, Changes into Toy Truck - Toys for Kids 6 and Up, 11-inch(Amazon Ex",B077YYP739,13/07/2022 09:41,1,17.29,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Bentgo Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe M",B08B115T54,13/07/2022 09:41,1,19.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Bentgo Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe M",B097GDK4CJ,13/07/2022 09:41,1,19.99,Short Mobile link creation,di,PHONE
Home,"Shark CH964AMZ 2-in-1 Cordless & Handheld Vacuum Ultracyclone System, Ultra-Lightweight and Portable for Car and Home, Blue",B098S3C4JF,13/07/2022 09:39,1,98.99,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 09:35,1,19.96,Short Mobile link creation,ndi,PHONE
Home,"Red Co. Transparent Clear Acrylic Book Holder 2 Piece Reading Stand for Open and Closed Books, Magazines, Textbooks 6"" x 11"" x 6""",B08N4C493D,13/07/2022 09:32,1,32.95,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Bentgo® Kids Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7, BPA-Free, Dishwasher Safe, Food-Safe Material",B00PKNO7LK,13/07/2022 09:32,1,18.49,Short Mobile link creation,ndi,PHONE
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,13/07/2022 09:31,1,34.99,Short Mobile link creation,di,DESKTOP
Fire TV Devices,"Fire TV Stick with Alexa Voice Remote (includes TV controls), HD streaming device",B08C1W5N87,13/07/2022 09:31,1,16.99,Short Mobile link creation,ndi,DESKTOP
Home,"SafeRest Mattress Protector – California King, Premium, Cotton, Waterproof Mattress Cover Protectors – White",B006MV7WIO,13/07/2022 09:30,1,39.99,Short Mobile link creation,ndi,PHONE
Office & School Supplies,"Elmer's Celebration Slime Kit | Slime Supplies Include Assorted Magical Liquid Slime Activators and Assorted Liquid Glues, 10 Count",B07X3Q51G7,13/07/2022 09:27,1,18.99,Short Mobile link creation,ndi,PHONE
Furniture,"Loloi II Skye Collection SKY-02 Silver / Grey, Traditional 2'-6"" x 7'-6"" Runner Rug",B07N1JQFGP,13/07/2022 09:27,1,38.15,Short Mobile link creation,di,PHONE
Home,"SONGMICS 10-Slot Watch Box, Faux Leather Watch Case, with Removable Watch Pillow, Black UJWB010BK",B07MDVM4ZG,13/07/2022 09:24,1,19.99,Short Mobile link creation,ndi,PHONE
Home,"AllerEase Maximum Allergy Pillow Protector, Standard/Queen - 2 Pack",B07J6BDLFW,13/07/2022 09:23,1,10.7,Short Mobile link creation,ndi,PHONE
Home,"Bed Pillows for Sleeping Queen Size 20 x 26 Inches Hypoallergenic Pillows for Side and Back Sleeper, Gel Hotel Pillows Set of 2, Down Alternative Cool",B09CD5Z8MN,13/07/2022 09:23,1,24.99,Short Mobile link creation,ndi,PHONE
Home,GFCC 4ft Black Round Stretch Tablecloth 48inch Spandex Tablecloth Elastic Table Cover,B01MTQRXKC,13/07/2022 09:21,1,20.89,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 09:20,1,19.96,Short Mobile link creation,ndi,PHONE
Baby & Nursery,"Frida Mom 2-in-1 Lactation Massager - Multiple Modes of Heat + Vibration for Clogged Milk Ducts, Increase Milk Flow, Breast Engorgement - USB Cord Inc",B093J85L4W,13/07/2022 09:18,1,18.36,Short Mobile link creation,ndi,PHONE
Baby & Nursery,Frida Mom Upside Down Peri Bottle for Postpartum Care | The Original Fridababy MomWasher for Perineal Recovery and Cleansing After Birth. Color:Gray,B09BRCLBRG,13/07/2022 09:18,1,12.41,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"Pet Toothbrush for Dogs, Cats with Soft Bristles - Easy Teeth Cleaning & Dental Care, Non Slip Dual Head Dog Toothbrush - Choose Your Pack (Pack of 1)",B08B7238H5,13/07/2022 09:16,1,5.39,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"Virbac CET Enzymatic Toothpaste, Eliminates Bad Breath by Removing Plaque and Tartar Buildup, Best Pet Dental Care Toothpaste, Vanilla Mint Flavor, 2.",B004ULYZ5Q,13/07/2022 09:16,1,10.38,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"Nylabone Dura Chew Giant Original Flavored Bone Dog Chew Toy, Large/Giant - Up to 35 lbs. (NW103P)",B0002ASLRC,13/07/2022 09:16,1,3.45,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"VivierSkin C E Peptides Serum, 1 Fluid Ounce",B004ED6UF8,13/07/2022 09:15,1,121,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"VivierSkin Vitamin C Scrub, 5 Fluid Ounce",B007Z90RH0,13/07/2022 09:15,1,34.99,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"VivierSkin Hexam Cleansing Formula, 5 Fluid Ounce",B00HYB1G3S,13/07/2022 09:15,2,41.59,Short Mobile link creation,ndi,PHONE
Toys & Games,Advanced Professional Rock Tumbler Kit - with Digital 9-Day Polishing Timer & 3 Speed Settings - Turn Rough Rocks into Beautiful Gems : Great Science ,B07Q32W334,13/07/2022 09:14,1,59.99,Short Mobile link creation,ndi,PHONE
Furniture,"Flash Furniture Living Room Coffee Table, Clear/Matte Black",B09GJ7NQW5,13/07/2022 09:14,1,95,Short Mobile link creation,ndi,PHONE
Home Improvement,Electro bp;47"W 4-Light Linear Kitchen Island Lighting Fixture Classic Chandeliers Matt Black with White Linen Shades 160W,B08GCXJ336,13/07/2022 09:12,1,103.99,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 09:09,1,19.96,Short Mobile link creation,ndi,PHONE
Office & School Supplies,"Paper Mate Pink Pearl Erasers, Large, 12 Count",B00094H4LU,13/07/2022 09:09,1,5.96,Short Mobile link creation,ndi,PHONE
Office & School Supplies,"Elmer's Glue Stick (E579), Disappearing Purple, 12 Sticks",B003ULCZ7M,13/07/2022 09:09,1,4.27,Short Mobile link creation,ndi,PHONE
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,13/07/2022 09:04,1,55.99,Short Mobile link creation,di,PHONE
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B07GZH9HTB,13/07/2022 08:53,1,32.97,Short Mobile link creation,di,PHONE
Luxury Beauty,"R+Co Trophy Shine & Texture Spray, Fruity / Woodsy, 6 Fl Oz",B01N4WSNA5,13/07/2022 08:52,1,23.1,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Caraway Nonstick Ceramic Cookware Set (12 Piece) Pots, Pans, Lids and Kitchen Storage - Non Toxic, PTFE & PFOA Free - Oven Safe & Compatible with All ",B08XM1B6ZX,13/07/2022 08:51,1,345,Short Mobile link creation,ndi,PHONE
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,13/07/2022 08:50,2,34.99,Short Mobile link creation,di,PHONE
Luxury Beauty,"Pureology Strength Cure Blonde Purple Shampoo for Blonde & Lightened Color-Treated Hair, 9 Fl Oz",B089165CCF,13/07/2022 08:50,1,33.5,Short Mobile link creation,ndi,PHONE
Books & Textbooks,How to Raise a Mom (How To Series),1984849603,13/07/2022 08:49,1,5.04,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 08:49,1,19.96,Short Mobile link creation,ndi,PHONE
Automotive,"Cleaning Gel for Car, Car Cleaning Kit Universal Detailing Automotive Dust Car Crevice Cleaner Auto Air Vent Interior Detail Removal Putty Cleaning Ke",B081T7N948,13/07/2022 08:49,1,6.99,Short Mobile link creation,ndi,PHONE
Toys & Games,"Transformers Toys Heroic Optimus Prime Action Figure - Timeless Large-Scale Figure, Changes into Toy Truck - Toys for Kids 6 and Up, 11-inch(Amazon Ex",B077YYP739,13/07/2022 08:49,3,17.29,Short Mobile link creation,ndi,PHONE
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B01N1QE5ME,13/07/2022 08:49,2,30.97,Short Mobile link creation,ndi,PHONE
Home,"Yebazy 4 Pack Home Bathroom Wooden Soap Case Holder Natural Wood Hand Craft Soap Dish Sponge Holder for Soap Sponges, Scrubber",B09NFPZ2BZ,13/07/2022 08:48,1,7.99,Short Mobile link creation,ndi,DESKTOP
Home,"MaisoNovo Glass Soap Dispenser with Pump and Concrete Tray | Vintage Soap Dispenser Bathroom and Kitchen Set w. Dish Soap, Hand Soap, Lotion Waterproo",B097MX4P72,13/07/2022 08:46,1,31.76,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,13/07/2022 08:44,1,19.96,Short Mobile link creation,ndi,PHONE
Musical Instruments,"Yamaha YRS-20 3 Piece Soprano Recorder, Green",B0002MS7OW,13/07/2022 08:44,1,9.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Bentgo Fresh 3-Pack Meal Prep Lunch Box Set - Reusable 3-Compartment Containers for Meal Prepping, Healthy Eating On-the-Go, and Balanced Portion-Cont",B07LC1FBB1,13/07/2022 08:41,1,31.99,Short Mobile link creation,di,PHONE
Home Improvement,"Black Chandelier,6-Light Rustic Industrial Iron Chandeliers for Dining Room Lighting Fixtures Hanging,Candle Hanging Chandeliers for Hallway, Living R",B09NL52QL9,13/07/2022 08:38,3,54.93,Short Mobile link creation,di,TABLET
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,13/07/2022 08:38,1,34.99,Short Mobile link creation,di,TABLET
Sports & Fitness,"Keary 2 Pack Kids Swim Goggles Swimming Goggles for Toddler Children Girls Boys Youth, Anti-Fog Waterproof Anti-UV Clear Vision Mirror Flat Lens Water",B08QHGFP91,13/07/2022 08:36,1,13.93,Short Mobile link creation,ndi,PHONE
Home Improvement,Electro bp;47"W 4-Light Linear Kitchen Island Lighting Fixture Classic Chandeliers Matt Black with White Linen Shades 160W,B08GCXJ336,13/07/2022 08:35,1,103.99,Short Mobile link creation,di,PHONE
Baby & Nursery,"Pearhead Wooden Monthly Milestone Photo Cards, Baby Announcement Cards, Double Sided Photo Prop Milestone Discs, Pregnancy Journey Milestone Markers, ",B08Q1MR97D,13/07/2022 08:34,1,11.91,Short Mobile link creation,ndi,PHONE
Office & School Supplies,Baby Monthly Milestone Chalkboard | 12" x 16" Wood Framed Reusable Monthly Baby Milestone Board | Baby Calendar First Year,B07GD5HW89,13/07/2022 08:34,1,28.95,Short Mobile link creation,ndi,PHONE
Luxury Beauty,Grande Cosmetics GrandeLASH-MD Lash Enhancing Serum,B082WZTJV5,13/07/2022 08:33,1,25.2,Short Mobile link creation,di,PHONE
Other Gift Card Brands,Red Robin Gift Card $50,B00BXLVIWY,13/07/2022 08:24,1,40,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,CUPSHE Women's One Piece Swimsuit Tummy Control V Neck Bathing Suits S Green,B093PT5838,13/07/2022 08:23,1,20.99,Short Mobile link creation,di,PHONE
Echo Devices,"Echo Dot (4th Gen, 2020 release) | Smart speaker with Alexa | Charcoal",B07XJ8C8F5,13/07/2022 08:23,2,19.99,Short Mobile link creation,ndi,PHONE
Automotive,Pet Dog Trunk Cargo Liner - Oxford Car SUV Seat Cover - Waterproof Floor Mat for Dogs Cats - Washable Dog Accessories,B071JY9G2P,13/07/2022 08:22,1,17.59,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Airtight Food Storage Containers for Kitchen Organization 14 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization an",B0822KNQKT,13/07/2022 08:21,1,33.99,Short Mobile link creation,di,PHONE
Home,"BEAUTURAL Steamer for Clothes, Portable Handheld Garment Fabric Wrinkles Remover, 30-Second Fast Heat-up, Auto-Off, Large Detachable Water Tank",B01N1QE5ME,13/07/2022 08:19,1,29.97,Short Mobile link creation,di,PHONE
Beauty & Grooming,"Black Lash T-i-n-t Kit, Keratin Black Eyelash D-y-e and Eyebrow T-i n t, 6 Week Voluminous Brow T-int, T-inting Look For Lash Perm/Lift/Lamination Tre",B08TVRN9JQ,13/07/2022 08:18,1,27.89,Short Mobile link creation,ndi,PHONE
Home,"simplehuman 9 oz. Touch-Free Rechargeable Sensor Liquid Soap Pump Dispenser, Brass Stainless Steel",B07GTBH5L3,13/07/2022 08:16,1,55.99,Short Mobile link creation,di,PHONE
Home,"Creative Co-Op DF2369 8"" Round Carved Marble Tray, White",B084LLCN3S,13/07/2022 08:12,1,34.99,Short Mobile link creation,di,PHONE
Home,Utopia Bedding Twin Fitted Sheet - Bottom Sheet - Deep Pocket - Soft Microfiber - Shrinkage and Fade Resistant - Easy Care - 1 Fitted Sheet Only (Navy,B084KPRMKL,13/07/2022 08:10,1,11.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,Tip T5-600 T5-1000 Fluke TP1 10A Slim Blade Test Probe with Stainless Steel,B07Z86GSLX,13/07/2022 07:56,1,9.98,Short Mobile link creation,ndi,DESKTOP
Grocery & Gourmet Food,"Cucumber Mini, 16 Ounce",B07D79RFVK,13/07/2022 07:55,1,3.99,Short Mobile link creation,ndi,PHONE
